episode,steps,epsilon,episode_reward,episode_length,loss,eval_success_rate,eval_avg_reward
322,56750,0.2985,0.0000,256,0.001897,,
323,57006,0.2953,0.0000,256,0.002296,,
324,57262,0.2921,0.0000,256,0.003006,,
325,57518,0.2890,0.0000,256,0.002748,,
326,57774,0.2858,0.0000,256,0.002876,,
327,57799,0.2855,0.9121,25,0.001531,,
328,58055,0.2823,0.0000,256,0.003672,,
329,58115,0.2816,0.7891,60,0.003428,,
330,58371,0.2784,0.0000,256,0.002900,,
331,58627,0.2753,0.0000,256,0.002976,,
332,58785,0.2733,0.4445,158,0.002311,,
333,58950,0.2713,0.4199,165,0.002785,,
334,59206,0.2681,0.0000,256,0.003895,,
335,59456,0.2650,0.1211,250,0.003486,,
336,59712,0.2619,0.0000,256,0.002553,,
337,59968,0.2587,0.0000,256,0.003085,,
338,60224,0.2555,0.0000,256,0.002726,,
339,60480,0.2524,0.0000,256,0.002715,,
340,60736,0.2492,0.0000,256,0.002710,,
341,60992,0.2460,0.0000,256,0.002097,,
342,61248,0.2428,0.0000,256,0.002404,,
343,61441,0.2404,0.3215,193,0.002317,,
344,61679,0.2375,0.1633,238,0.002003,,
345,61935,0.2343,0.0000,256,0.003255,,
346,62191,0.2312,0.0000,256,0.002759,,
347,62447,0.2280,0.0000,256,0.001970,,
348,62703,0.2248,0.0000,256,0.002534,,
349,62951,0.2218,0.1281,248,0.003293,,
350,62965,0.2216,0.9508,14,0.004191,,
351,63221,0.2184,0.0000,256,0.004065,,
352,63477,0.2152,0.0000,256,0.002356,,
353,63733,0.2121,0.0000,256,0.002928,,
354,63989,0.2089,0.0000,256,0.002643,,
355,64245,0.2057,0.0000,256,0.003269,,
356,64501,0.2026,0.0000,256,0.002310,,
357,64757,0.1994,0.0000,256,0.002214,,
358,65013,0.1962,0.0000,256,0.003264,,
359,65269,0.1931,0.0000,256,0.002328,,
360,65525,0.1899,0.0000,256,0.002964,,
361,65781,0.1867,0.0000,256,0.002881,,
362,66037,0.1835,0.0000,256,0.003381,,
363,66293,0.1804,0.0000,256,0.003326,,
364,66437,0.1786,0.4938,144,0.003688,,
365,66693,0.1754,0.0000,256,0.002902,,
366,66825,0.1738,0.5359,132,0.001724,,
367,67081,0.1706,0.0000,256,0.002776,,
368,67337,0.1675,0.0000,256,0.002746,,
369,67593,0.1643,0.0000,256,0.003354,,
370,67849,0.1611,0.0000,256,0.002536,,
371,68105,0.1580,0.0000,256,0.002407,,
372,68361,0.1548,0.0000,256,0.002741,,
373,68617,0.1516,0.0000,256,0.002182,,
374,68873,0.1485,0.0000,256,0.002555,,
375,69129,0.1453,0.0000,256,0.002848,,
376,69385,0.1421,0.0000,256,0.003006,,
377,69520,0.1405,0.5254,135,0.003184,,
378,69776,0.1373,0.0000,256,0.002697,,
379,70032,0.1341,0.0000,256,0.003077,,
380,70288,0.1310,0.0000,256,0.002688,,
381,70544,0.1278,0.0000,256,0.002770,,
382,70800,0.1246,0.0000,256,0.003002,,
383,71056,0.1215,0.0000,256,0.002687,,
384,71312,0.1183,0.0000,256,0.002509,,
385,71568,0.1151,0.0000,256,0.003143,,
386,71824,0.1120,0.0000,256,0.002865,,
387,72080,0.1088,0.0000,256,0.002447,,
388,72336,0.1056,0.0000,256,0.002678,,
389,72592,0.1025,0.0000,256,0.002593,,
390,72848,0.0993,0.0000,256,0.002433,,
391,72924,0.0984,0.7328,76,0.001785,,
392,72946,0.0981,0.9227,22,0.003848,,
393,73202,0.0949,0.0000,256,0.003313,,
394,73458,0.0917,0.0000,256,0.002800,,
395,73714,0.0886,0.0000,256,0.002138,,
396,73970,0.0854,0.0000,256,0.003298,,
397,74226,0.0822,0.0000,256,0.003787,,
398,74287,0.0815,0.7855,61,0.002513,,
399,74543,0.0783,0.0000,256,0.002358,,
400,74799,0.0751,0.0000,256,0.002808,,
401,74953,0.0732,0.4586,154,0.002324,,
402,75209,0.0700,0.0000,256,0.003242,,
403,75465,0.0669,0.0000,256,0.002558,,
404,75721,0.0637,0.0000,256,0.003284,,
405,75977,0.0605,0.0000,256,0.003409,,
